"SMILES","count_PGK2"
CNC(=O)CCC1CCN(C(=O)c2ccc(NC(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)cn2)CC1,13
CNC(=O)CCC1CCN(Cc2cc(NC(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)ccc2F)CC1,13
CNC(=O)CCC1CCN(C(=O)c2cnc(C3CCN(C(=O)c4ccc5c(c4)c(C(=O)N[C@H]4COc6ccc(Cl)cc64)nn5C)CC3)o2)CC1,13
CNC(=O)c1ccc(C(=O)N2CCN(C(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)CC2)cc1,13
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4ncoc4c3)c2)C1,13
CNC(=O)[C@H]1CN(C(=O)c2cnc3[nH]cnc3c2)C[C@@H]1c1cccc(-c2cc3ccccc3[nH]2)c1,13
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3cc(C)cc(O)c3)c2)CC1,13
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3cccc(NS(=O)(=O)c4ccc(C#N)cc4)c3)c2)CC1,13
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(SC)c3)c2)CC1,13
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(-c4nnn[nH]4)c3)c2)CC1,13
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(S(C)(=O)=O)c3)c2)CC1,13
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc4c(c3)NCC4)c2)CC1,13
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(CO)o3)c2)CC1,13
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(-c4nnn[nH]4)c3)c2)CC1,13
O=C(COc1ccc2c(c1)OCO2)N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1,13
CCc1ccc(OCC(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)cc1,13
CC(C)(C)c1ccc(C(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)cn1,13
O=C(N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1)c1coc(-c2ccccc2)n1,13
O=C(N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1)c1cnc(Cc2ccccc2)s1,13
CNC(=O)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3Cc3c(C(C)NC(=O)CNC(=O)Cc4ccc5ccccc5c4)[nH]c4ccc(Br)cc34)c2)cc1,13
CNC(=O)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3Cc3c[nH]c4cccc(CNC(=O)CNC(=O)Cc5ccc6ccccc6c5)c34)c2)cc1,13
CNC(=O)CC1CCN(C(=O)c2ccccc2-c2ccccc2Cc2c[nH]c3ccc(NC(=O)[C@@H]4CCN(c5ccccc5)[C@H]4c4cccs4)cc23)CC1,13
CNC(=O)CC1CCN(C(=O)c2cccc(-c3ccccc3Cc3c[nH]c4c(NCc5ccc(C(=O)O)c(F)c5)cc(OC)cc34)c2)CC1,13
CNC(=O)[C@@H]1CC[C@H](n2c(CCc3ccncn3)nc3cccc(CNCCNC(=O)c4ccno4)c32)C1,12
CNC(=O)[C@H]1CC[C@@H](n2c(CCc3ccncn3)nc3cccc(CN4CCN(Cc5ccccc5)C(=O)C4)c32)CC1,12
CNC(=O)[C@H]1CC[C@H](n2c(CCc3ccncn3)nc3cccc(CNCCNC(=O)c4ccno4)c32)CC1,12
CNC(=O)CCC1CCN(C(=O)c2ccccc2CN2CC[C@H](NC(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)C2)CC1,12
CNC(=O)CCC1CCN(Cc2ccc(NC(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)cc2C)CC1,12
CNC(=O)CCOCCOCCOCCOCCNC(=O)c1cnn(C2CCCN(C(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)CC2)c1,12
CNC(=O)CCC1CCN(C(=O)CNC(=O)c2ccc3c(c2)c(C(=O)N[C@H]2COc4ccc(Cl)cc42)nn3C)CC1,12
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3cccc4cccnc34)c2)CC1,12
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)c2)C1,12
CNC(=O)C1CN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4c(c3)OCCN4)c2)C1,12
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(-c4nnn[nH]4)cc3)c2)CC1,12
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4ncoc4c3)c2)CC1,12
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cnc(OC)c(N)c3)c2)CC1,12
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3c4c(nn3C)CCCC4)c2)CC1,12
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cncc(C(=O)O)c3)c2)CC1,12
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cc4cc(C)ccc4[nH]3)c2)CC1,12
CNC(=O)CCNC(=O)[C@H]1CN(C(=O)c2cnc3[nH]cnc3c2)C[C@@H]1c1cccc(C#Cc2cn(C)nc2C(=O)O)c1,12
CC(C)(C)c1ccc(OCC(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)cc1,12
O=C(COc1ccc(F)cc1)N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1,12
Cc1ccc(OCC(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)c(C)c1,12
CNC(=O)CCOCCOCCOCCOCCNC(=O)c1ccc(-c2ccc(Cc3c[nH]c4cc(Br)cc(NCc5cccc(O)c5)c34)o2)c(C)c1,12
CNC(=O)CN1CCN(C(=O)c2ccc(F)c(Cc3c[nH]c4cc(Br)cc(NCc5ccc6cn[nH]c6c5)c34)c2)CC1,12
CNC(=O)CC1CCN(C(=O)CN(C)c2ccc(C(F)(F)F)cc2Cc2c(CNCc3ccc(-c4cccc(C#N)c4)nc3)[nH]c3ccc(Cl)cc23)CC1,12
CNC(=O)CCC1CCN(C(=O)c2ccc(-c3ccc(Cc4c[nH]c5cc(Br)cc(NCc6ccc(-c7ccn[nH]7)s6)c45)o3)c(C)c2)CC1,12
CNC(=O)CC1CCN(C(=O)c2ccccc2-c2ccc(Cc3c[nH]c4cc(Br)cc(NCc5ccc6cc[nH]c6c5)c34)o2)C1,12
CNC(=O)CC1CCN(C(=O)c2ccc(-c3ccc(Cc4c[nH]c5cc(Br)cc(NCc6ccc(-c7ccn[nH]7)s6)c45)o3)c(C)c2)CC1,12
CNC(=O)C1CCN(C(=O)c2cc(F)cc(Cc3c[nH]c4c(NC(=O)c5cnn6c5NC(c5ccc7c(c5)OCO7)CC6C(F)(F)F)cccc34)c2)CC1,12
CNC(=O)CCC1CCN(C(=O)CN(C)c2ccc(C(F)(F)F)cc2Cc2c(CNCc3ccc(-c4cccc(C#N)c4)nc3)[nH]c3ccc(Cl)cc23)CC1,12
CNC(=O)C1CCN(C(=O)CN(C)c2ccc(C(F)(F)F)cc2Cc2c[nH]c3cccc(CNCc4ccc(-c5cccc(C#N)c5)nc4)c23)C1,12
CNC(=O)CCC1CCN(C(=O)c2ccccc2-c2ccccc2Cc2c[nH]c3ccc(NC(=O)[C@@H]4CCN(c5ccccc5)[C@H]4c4cccs4)cc23)CC1,12
CNC(=O)C1CCC(NC(=O)c2ccccc2-c2ccccc2Cc2c[nH]c3c(NCc4ccc(-c5cccc(C#N)c5)nc4)cc(OC)cc23)CC1,12
CNC(=O)c1ccc(Cc2c[nH]c3cc(Cl)cc(NCc4cccc(O)c4)c23)o1,12
CNC(=O)CCNC(=O)C(Oc1ccc(Cc2c[nH]c3cc(Br)cc(NCc4c[nH]c(-c5ccccc5)n4)c23)cc1)c1ccccc1,12
CNC(=O)CCOCCOCCOCCOCCNC(=O)C(C)Oc1ccc(Cc2c[nH]c3cc(Cl)cc(NCc4ccc(-c5ccn[nH]5)s4)c23)cc1OC,12
CNC(=O)CN1[C@H](CCCNC(=O)OCc2ccccc2)CN(C(=O)c2cnn(-c3ccccc3)n2)C[C@H]1CC(=O)N(C)[C@@H]1CCCc2c1cnn2C,11
CNC(=O)CCCCCCn1c(-c2ccc3c(c2)OCCO3)nc2cccc(CNCc3ccc4[nH]ncc4c3)c21,11
CCN(C(=O)c1ccc(C(=O)NC)cc1)C1CCN(C(=O)c2ccc3c(c2)c(C(=O)N[C@H]2COc4ccc(Cl)cc42)nn3C)CC1,11
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(-c4ccc(C#N)cc4)cc3)c2)CC1,11
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(C(=O)O)nc3)c2)CC1,11
CCCn1cc(-c2cccc([C@H]3CN(C(=O)c4cnc5[nH]cnc5c4)C[C@@H]3C(=O)N3CCC(CCC(=O)NC)CC3)c2)cn1,11
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3cc(C)cc(O)c3)c2)C1,11
CNC(=O)C1CN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4ncoc4c3)c2)C1,11
CNC(=O)CCC1CN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(-c4nnn[nH]4)cc3)c2)C1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(CNS(C)(=O)=O)c3)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(F)c(C(F)(F)F)c3)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3ccnn3C)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3c(C)cc(C)cc3OC)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(N)cc3)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cn(S(=O)(=O)c4ccccc4)c4ncccc34)c2)CC1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3[s]c(-c4ccccc4)nc3C)c2)CC1,11
CCS(=O)(=O)Nc1cccc(-c2cccc([C@H]3CN(C(=O)c4cnc5[nH]cnc5c4)C[C@@H]3C(=O)NC3CCC(C(=O)NC)CC3)c2)c1,11
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(OC)c(F)c3)c2)CC1,11
CCOC(=O)C(CC#Cc1cccc([C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2C(=O)NC2CCC(C(=O)NC)CC2)c1)(C(=O)OCC)c1ccccc1,11
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4ncoc4c3)c2)CC1,11
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(N4CCOCC4)c3)c2)CC1,11
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#CCNC(=O)CNc3nc4ccccc4o3)c2)CC1,11
CC(C)c1ccc(OCC(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)cc1,11
O=C(N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1)c1cn(Cc2ccccc2)nn1,11
NS(=O)(=O)c1ccc(C(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)o1,11
CNC(=O)CC1CCN(C(=O)c2ccc(-c3ccc(Cc4c(CNC(=O)c5cnc6[nH]cnc6c5)[nH]c5ccc(Cl)cc45)o3)c(C)c2)C1,11
CNC(=O)CCOCCOCCOCCOCCNC(=O)c1[nH]c2ccc(OC)cc2c1Cc1c(CNS(=O)(=O)c2ccc(-c3cnco3)cc2)[nH]c2c(C)c(Cl)ccc12,11
CNC(=O)CC1CCN(C(=O)c2ccccc2-c2ccc(Cc3c[nH]c4cc(Br)cc(NCc5ccc(-c6cccnc6)cc5)c34)o2)CC1,11
CNC(=O)CC1CCN(C(=O)CN(C)c2ccc(C(F)(F)F)cc2Cc2c[nH]c3ccc(CNCc4ccc(-c5cccc(C#N)c5)nc4)cc23)CC1,11
CNC(=O)CCNC(=O)C(C)Oc1ccc(Cc2c[nH]c3cc(Cl)cc(NCc4n[nH]c5ccc(C)cc45)c23)cc1OC,11
CNC(=O)CCNC(=O)C(C)Oc1ccc(Cc2c[nH]c3cc(Br)cc(NCc4n[nH]c5ccc(C)cc45)c23)cc1OC,11
CNC(=O)CC1CCN(C(=O)c2ccccc2-c2ccc(Cc3c[nH]c4cc(Br)cc(NCc5ccc(-c6ccccn6)cc5)c34)o2)C1,11
CNC(=O)CCNC(=O)c1cccc(-c2ccc(Cc3c[nH]c4ccc(Oc5ncccc5NS(=O)(=O)c5cccc(-c6nnco6)c5)cc34)cc2)c1,11
CNC(=O)CCNC(=O)C(Oc1ccc(Cc2c[nH]c3cc(Br)cc(NCc4ccc(-c5ccn[nH]5)s4)c23)cc1)c1ccccc1,11
CNC(=O)CCC1CCN(C(=O)c2ccc(F)c(Cc3c[nH]c4cc(Br)cc(NCc5ccc6cn[nH]c6c5)c34)c2)CC1,11
CNC(=O)CCC1CCN(C(=O)c2ccc(F)c(Cc3c[nH]c4cc(Br)cc(NCc5ccc(-c6ccn[nH]6)s5)c34)c2)CC1,11
CNC(=O)CCOCCOCCOCCOCCNC(=O)c1ccc(-c2ccc(Cc3c[nH]c4ccc(Oc5ncccc5NS(=O)(=O)c5cccc(-c6nnco6)c5)cc34)cc2)c(F)c1,11
CNC(=O)C[C@@H]1CN(C(=O)c2cc3ccc(Cl)cc3[nH]2)C[C@H](Cc2ccccc2)N1CC(=O)NCc1ccc(C[C@@H]2COC(=O)N2)cc1,10
CNC(=O)CN1[C@H](CCCNC(=O)OCc2ccccc2)CN(C(=O)c2nc(-c3ccccc3)cs2)C[C@H]1CC(=O)N1CCO[C@H](Cn2cncn2)C1,10
CNC(=O)[C@H]1C[C@H](n2c(-c3cnc4ccccc4n3)nc3cc(CN4CC[C@@H](S(C)(=O)=O)C4)ccc32)C1,10
CNC(=O)[C@H]1CC[C@@H](n2c(CCc3ccncn3)nc3cccc(CNCc4cc(CC(C)C)no4)c32)CC1,10
CNC(=O)CCC1CCN(C(=O)c2ccc(C)c(NC(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)c2)CC1,10
CNC(=O)CCC1CCN(C(=O)C2CN(C(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)CCN2c2ccccn2)CC1,10
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(Cn4ccnc4)cc3)c2)CC1,10
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#CCCS(=O)(=O)NC(=O)C3(c4cccc(F)c4)CCCC3)c2)CC1,10
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3c4c(nn3C)CCCC4)c2)CC1,10
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)c2)C1,10
CNC(=O)[C@H]1CN(C(=O)c2cnc3[nH]cnc3c2)C[C@@H]1c1cccc(-c2cnc3[nH]c(O)cc3c2)c1,10
CNC(=O)[C@H]1CN(C(=O)c2cnc3[nH]cnc3c2)C[C@@H]1c1cccc(-c2cccc(-c3ccco3)c2)c1,10
CNC(=O)CN1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)c2)CC1,10
CNC(=O)C1CCN(C(=O)[C@H]2CN(C(=O)C3=NN=C(c4ccco4)C3)C[C@@H]2c2cccc(-c3ccc4c(c3)OCCN4)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(C(=O)N4CCN(C)CC4)c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(Cl)c(OC)c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc4oc(O)nc4c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cnc(C)o3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#CCN3CCN(c4ccccc4)CC3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(F)c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccs3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc(C(F)(F)F)c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(F)c(OC)c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#CCOCCC(=O)O)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#Cc3cccc4cnccc34)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc4cnn(C)c4c3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc4c(c3)CCO4)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(C(=O)N4CCCC4)cc3)c2)CC1,10
CNC(=O)C1CCC(NC(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(C#CCN3CCC(C(F)(F)F)CC3)c2)CC1,10
CNC(=O)CC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cnc4[nH]c(O)cc4c3)c2)CC1,10
Cc1ccc(OCC(=O)N[C@@H](C(=O)NCc2ccc3[nH]ncc3c2)c2ccc(F)cc2)cc1,10
Cc1nc(C(C)(C)C)sc1C(=O)N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1,10
Cc1oncc1C(=O)NCC(=O)N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1,10
O=C(N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1)c1cnn(C2CCCC2)c1,10
O=C(N[C@@H](C(=O)NCc1ccc2[nH]ncc2c1)c1ccc(F)cc1)c1cn2ccccc2n1,10
CNC(=O)C1CCN(C(=O)c2ccccc2-c2ccc(Cc3c[nH]c4cc(Br)cc(NCc5ccc(-c6cccnc6)cc5)c34)o2)C1,10
CNC(=O)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3Cc3c(CNC(=O)CNC(=O)Cc4ccc5ccccc5c4)[nH]c4c(C)c(Cl)ccc34)c2)cc1,10
CNC(=O)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3Cc3c(C)[nH]c4cccc(NC(=O)CNC(=O)Cc5ccc6ccccc6c5)c34)c2)cc1,10
CNC(=O)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3Cc3c[nH]c4ccc(CNC(=O)CNC(=O)Cc5ccc6ccccc6c5)cc34)c2)cc1,10
CNC(=O)C1CCN(C(=O)c2ccc(F)c(Cc3c[nH]c4cc(Cl)cc(NCc5ccc(-c6ccn[nH]6)s5)c34)c2)CC1,10
CNC(=O)C(C)Oc1c(Cl)cc(Cc2c[nH]c3cc(Br)cc(NCc4c[nH]c(-c5ccccc5)n4)c23)cc1Cl,10
CNC(=O)CC1CCN(C(=O)c2cccc(-c3ccc(Cc4c[nH]c5cc(Cl)cc(NCc6ccc(-c7ccn[nH]7)s6)c45)o3)c2)C1,10
CNC(=O)C(C)Oc1ccc(Cc2c[nH]c3cc(Br)cc(NCc4c[nH]c(-c5ccccc5)n4)c23)cc1OC,10
CNC(=O)CCC1CCN(C(=O)c2cccc(Cc3c[nH]c4cc(Br)cc(NCc5ccc(-c6ccn[nH]6)s5)c34)c2)CC1,10
CNC(=O)C(Oc1ccc(Cc2c[nH]c3cc(Br)cc(NCc4c[nH]c(-c5ccccc5)n4)c23)cc1)c1ccccc1,10
CNC(=O)CN1CCN(C(=O)c2ccc(-c3ccc(Cc4c(CNC(=O)c5cnc6[nH]cnc6c5)[nH]c5ccc(Cl)cc45)o3)c(C)c2)CC1,10
CNC(=O)C1CCN(C(=O)CN(C)c2ccc(C(F)(F)F)cc2Cc2c(CNCc3ccc(-c4cccc(C#N)c4)nc3)[nH]c3ccc(Cl)cc23)C1,10
CNC(=O)C1CCN(C(=O)c2ccc(-c3ccc(Cc4c[nH]c5cc(Cl)cc(NCc6ccc7cn[nH]c7c6)c45)o3)c(C)c2)C1,10
CNC(=O)CCOCCOCCOCCOCCNC(=O)c1ccc(Cc2c[nH]c3cc(Cl)cc(NCc4ccc(-c5ccn[nH]5)s4)c23)o1,10
CNC(=O)CCOCCOCCOCCOCCNC(=O)CN(C)c1ccc(C(F)(F)F)cc1Cc1c[nH]c2ccc(C(COC)NCc3ccc(-c4cccc(C#N)c4)nc3)cc12,10
CNC(=O)CC1CCN(C(=O)c2ccccc2-c2ccc(Cc3c(C(C)NC(=O)CSc4nc5cc(Cl)ccc5[nH]4)[nH]c4ccc(Br)cc34)cc2)C1,10
CNC(=O)C1CCC(NC(=O)C2CCN(c3ccc(Cc4c[nH]c5ccc(Oc6ncccc6NS(=O)(=O)c6cccc(-c7nnco7)c6)cc45)cc3)CC2)CC1,10
Cc1ccc(NC(=O)c2ccc(CN(CC(=O)O)C[C@@H]3CN(Cc4ccc(-c5cccc(C#N)c5)nc4)CCO3)cc2F)cc1S(N)(=O)=O,10
CNC(=O)CN1[C@H](CCCNC(=O)OCc2ccccc2)CN(C(=O)c2ccn(-c3ccccc3)n2)C[C@H]1CC(=O)N1CCSCC1,9
CNC(=O)CN1[C@H](CCCNC(=O)OCc2ccccc2)CN(C(=O)c2cnn(-c3ccccc3)n2)C[C@H]1CC(=O)N1CC2(CC(O)C2)C1,9
CNC(=O)C[C@H]1CC[C@H](n2c(CCc3ccncn3)nc3cccc(CN4CCC([C@@H](O)c5ccccn5)CC4)c32)CC1,9
CCCc1cc(CNCc2cccc3nc(CCc4ccncn4)n([C@H]4CC[C@H](C(=O)NC)C4)c23)on1,9
CNC(=O)[C@H]1CC[C@@H](n2c(CCc3ccncn3)nc3cccc(CN4CCC([C@@H](O)c5ccccn5)CC4)c32)CC1,9
CNC(=O)c1ccc(C(=O)N2CC3(CCN(C(=O)c4ccc5c(c4)c(C(=O)N[C@H]4COc6ccc(Cl)cc64)nn5C)CC3)C2)cc1,9
CCC[C@@H]1CN(C(=O)c2ccc3c(c2)c(C(=O)N[C@H]2COc4ccc(Cl)cc42)nn3C)CCN1C(=O)CCOCCC(=O)NC,9
CNC(=O)c1ccc(C(=O)N(C)CC(=O)N2CCN(C(=O)c3ccc4c(c3)c(C(=O)N[C@H]3COc5ccc(Cl)cc53)nn4C)CC2)cc1,9
CNC(=O)c1ccc(C(=O)N2CCC[C@@H](N3CCN(C(=O)c4ccc5c(c4)c(C(=O)N[C@H]4COc6ccc(Cl)cc64)nn5C)CC3)C2)cc1,9
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3cccc4cnccc34)c2)CC1,9
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(C(=O)Nc4nnn[nH]4)cc3)c2)CC1,9
CNC(=O)CCC1CCN(C(=O)[C@H]2CN(C(=O)c3cnc4[nH]cnc4c3)C[C@@H]2c2cccc(-c3ccc(OCC4CC4)nc3)c2)CC1,9
